question,answer
"Sudah dari semalam bokong saya muncul gatal bentol., gatalnya menggerombol, soalnya saya punya darah manis, trs kalau gatalnya udah mau sembuh dia bekasnya hitam, obatnya apa ya dokter?","Selamat sore, terima kasih telah bertanya di Alodokter. Keluhan gatal yang Anda alami bisa dipicu beberapa kemungkinan, seperti respon alergi, gigitan atau sengatan serangga, infeksi, iritasi kulit atau dampak paparan kimia tertentu.Sebagai penanganan awal, jika Anda merasa ada faktor tertentu yang memicu munculnya bentol tersebut, seperti Anda ragu itu disebabkan sesuatu yang Anda makan atau paparan bahan kimia tertentu, hindari penggunaannya untuk sementara."
"Sore dokter, dok saya bumil, dulu sebelum hamil saya pake skincare dan bagus cocok di wajah saya, nah semenjak hamil saya tidak bisa pake skincare yang biasa saya pake dok, tipe kulit saya ini kan sensitif, apakah ada skincare yg aman untuk bumil dokter?","saat hamil maka ada banyak sekali penyesuaian yang harus dilakukan tak hanya menyangkut pola makan, ibu hamil juga perlu mengubah kebiasaan perawatan kulitnya. pasalnya beberapa bahan kimia dalam produk perawatan yang biasa digunakan sebelum hamil bisa saja terserap ke dalam tubuh dan kemudian dapat mempengaruhi bayi dalam kandungan. pada umumnya jika bunda memiliki kulit sensitive dan menggunakan produk khusus kulit sensitive umumnya kandungan yang digunakan aman karena tidak mengandung bahan yang menyebabkan iritasi atau bahan keras jadi bunda bisa lanjutkan sebenarnya."
"Saya punya ketiak yg kulitnya menghitam, sepertinya akibat sering dicukur dok. nah saya ada baca tuh kalo minyak kayu putih bisa digunakan biar ketiak bisa lebih putih, apakah benar dok?",pada umumnya warna ketiak seharusnya sama dengan warna kulit di bagian tubuh lain. namun ada beberapa kondisi di bagian ketiak bisa tampak hitam hal ini akan membuat sesorang mengalami kurang percaya diri karena menganggu penampilan.
"Dari mulai lahir belom genap 10 hari, bayi saya matanya belekang kuning dan rapet banget saat bangun tidur di pagi hari dokter. Ini penyebanya apa ya dok? saya mau nnyain apa obatnya yang bagus untuk bayi saya ini? ada yang bilang ini pekara kemasukan air asi? mungkinkah bener dok?","Keluar belek kekuningan pada bayi baru lahir tidak melulu disebabkan oleh kemasukan ASI ke dalam matanya. Keluhan ini lebih sering disebabkan oleh saluran kelenjar air mata (duktus nasolakrimal) yang imatur sehingga belum terbuka sepenuhnya ke rongga hidung. Faktor lain, seperti iritasi, alergi, infeksi di sekitar mata, kemasukan benda asing (misalnya bedak, sabun), dan sebagainya bisa juga semakin memperparah keluhan bayi Anda."
"Anak saya usia 5 tahun mengalami sakit perut yg melilit menurut dia dok. sudah ke dokter tapi belum ada perbaikan, bisakah dokter saja berikan rekomendasi biar sakit perut anak saya bisa sembuh dok?","Alo. Terimakasih telah bertanya kepada Alodokter.Keluhan nyeri perut yang dialami anak anda dapat disebakan oleh berbagai hal. Penyebab keluhan nyeri perut perlu diketahui untuk mendapatkan penanganan yang tepat. Penyebab nyeri perut dapat berupa:Lokasi perut kanan atas:Batu empedu,Radang kandung empedu, Infeksi ginjal, Batu ginjal, Kanker, Hepatitis.Lokasi perut kiri atas: Pembesaran limpa, Infeksi ginjal,Batu ginjal, SembelitLokasi perut kanan bawah:Usus buntu, Infeksi saluran kemih, Batu saluran kemih, Radang usus, Sumbatan (obstruksi) usus, Hernia."
"Dok ibu saya didiagnosa diabetes dan gula darahnya lumayan tinggi, dari internist dikasi obat. ada gak sih dok minuman yg bisa menurunkan kadar gula darah yg tinggi dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Untuk menurunkan gula darah, maka ibu anda perlu menerapkan pola hidup dan pola makan sehat yang meliputi:Menghindari makanan kemasan, berlemak, berminyak, tinggi gula dan garam, kontrol porsi makananTidak melewatkan waktu makanTingkatkan makanan berseratPilih jenis makanan dengan indeks glikemik rendahCukupi asupan air putih minimal 2 liter per hariJaga berat badan ideal atau turunkan berat badan jika berlebih hingga mencapai BMI idealOlahraga teratur 3-5 kali seminggu."
"Permisi dok, saya wanita usia 23 tahun dan sudah menikah. Mau nanya dokter, kenapa ya dok saya setelah melakukan hubungan intim dengan suami, selalu mengeluarkan lendir bening seperti jelly. Apakah hal tsb aman dok? dan bisakah saya ada peluang kehamilan? ","Terima kasih atas pertanyaannya.Untuk meningkatkan kemungkinan kehamilan, perlu diketahui bahwa sebaiknya melakukan hubungan seksual dengan teratur terutama pada masa subur. Saat masa subur sendiri sel telur sudah matang sehingga siap untuk dibuahi dan meningkatkan kemungkinan untuk terjadi pembuahan. Saat terjadi hubungan seksual sendiri terjadi orgasme baik pada wanita maupun pria yang menyebabkan keluarnya lendir. Lendir tersebut dapat membantu pergerakan sperma sehingga dapat mencapai tuba fallopi untuk terjadi pembuahan."
"Selamat siang alodokter, dok saya pria usia 40 th, TB dan BB saya 170 cm dan 70 kg, sehari-hari saya bekerja di kebun sawit, saya udah 4 hari mengalami kaki sebelah kiri saya pegal dan disertai kesemutan kadang2 dok, sedangkan kaki kanan baik2 aja. apa penyebab sakit kaki sebelah kiri yang saya alami ya dok?","Selamat sore, terima kasih telah bertanya di Alodokter. Keluhan nyeri di kaki kiri yang Anda alami, bisa terjadi karena dipicu berbagai faktor, diantaranya bisa karena alas kaki yang tidak nyaman, keseleo misalnya karena medan yang dilalui tidak rata, radang pada persendian, gangguan sistem saraf, saraf terjepit, hingga beban yang tidak merata pada kedua kaki, terutama lebih berat pada kaki kiri.Untuk memastikan ini memang diperlukan pemeriksaan langsung, tapi untuk mengatasinya, Anda dianjurkan untuk lebih mengistirahatkan kaki Anda."
"Dokter, saya remaja usia 18 tahun, dikala saya akan mendekati menstruasi kenapa ya puting payudara saya terasa tidak nyaman. Rasanya itu nyeri-nyeri gitu bila disentuh. Terus kadang putingnya kek mengeras gitu dok kenapa ya dok?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada saat akan mengalami menstruasi, maka sebagian wanita akan mengalami gejala PMS atau premenstrual syndrome, yang dapat terjadi 1-2 minggu sebelum waktu menstruasi terjadi, dengan gejala dan tingkat keparahan yang bervariasi, dimana dipengaruhi oleh perubahan hormon dan juga perubahan zat kimia di otak."
"Halo dok, saya mau tanya. di bawah rahang kanan dan kiri saya ada benjolan dok. Sampai saat ini saya belum pernah cek ke dokter, benjolannya tidak besar, tapi tidak kecil. Saya tidak sadar benjolan ini sudah berapa lama muncul. Tapi akhir2 ini benjolan sebelah kiri terasa sakit dok. Apakah ini berbahaya dok? Bagaimana cara mengatasi benjolannya agar kempis?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Kondisi benjolan yang muncul pada bawah rahang, maka bisa saja menandakan adanya pembengkakan kelenjar getah bening, batu kelenjar ludah, gondongan, ataupun adanya infeksi seperti abses submandibula.Kondisi tersebut hanya dapat dipastikan dengan pemeriksaan secara langsung oleh dokter, untuk dapat menentukan diagnosis dan penanganan yang tepat, terutama jika memang keluhan tersebut sudah dialami sejak lama."
"Dokter, suami saya tiap angkat barang berat dia ngerasain muncul benjolan sekitar pinggul hingga selangkangan. Saat tertawa, berdiri dan membungkuk makin terlihat juga dokter. apakah ini tandanya suami saya mengalami ciri-ciri turun berok dokter? mohon di jawab dok, terima kasih banyak","Alo, terima kasih atas pertanyaannya untuk Alodokter.Munculnya benjolan pada selangkangan pada aktivitas yang dapat meningkatkan tekanan intraabdomen atau tekanan di dalam perut yaitu seperti batuk, tertawa, dan mengangkat beban berat, maka memang dapat menandakan gejala turun berok atau hernia inguinalis."
"Dokter, saya kemaren abis minum air jahe panas dan minumnya secara langsung tanpa hati-hati. lidah saya ini jadi muncul benjolan dok dan saat makan jd hambar kaya gak berasa gitu. gimana ya dok cara nyembuhinnya. ilangin benjolan kecil2 ini pake apa dokter?","Terima kasih atas pertanyaannya.Lidah merupakan salah satu dari indera yang berfungsi untuk perasa terutama saat makan. Pada setiap bagian lidah berfungsi untuk merasakan rasa tertentu seperti manis, Pahit, asin dan sebagainya. Saat mengonsumsi makanan panas atau minuman panas dapat menyebabkan gangguan pada lidah akibat luka bakar karena makanan panas.Adanya luka bakar tersebut dapat mengganggu fungsi indera sehingga dapat mengganggu saat makan. Namun sama seperti luka bakar pada umumnya, keluhan yang dirasakan bergantung dari beratnya atau derajat luka bakar."
"Assalamualaikum alodokter, sudah sekitar 3 hari belakangan saya merasa sakit di perut kanan bawah saya dok, sakitnya tu kadang sampe bikin saya lemes dok, selain sakit perut, sayaa kadang sampe merasa mual dokter, gejala apa ya ini dok?","Nyeri di perut sebelah kanan bawah disertai lemas dan mual mungkin penyebabnya adalah gangguan pencernaan, contohnya appendisitis (radang usus buntu), gastroenteritis (infeksi pencernaan), gastritis (radang mukosa lambung), pankreatitis, tukak lambung, keracunan makanan, sindroma iritasi usus, obstruksi usus, dan sebagainya."
"Permisi dokter, saya kan lagi hamil usia kehamilan 3 bulan. Ini kehamilan pertama saya dok jadi masih banyak belum pahamnya. Saya mau persiapan buat produk buat stretch mark nih dok. Kira"" usia kehamilan berapa ya si stretch mark bakalan muncul?","Alo, terima kasih atas pertanyaannya untuk Alodokter.Stretch mark merupakan kondisi peregangan kulit yang dapat terjadi ketika perut mengalami pembesaran seperti pada kondisi hamil atau peningkatan berat badan secara cepat.Ketika stretch mark sudah terlanjur muncul, maka nantinya akan sangat sulit diatasi kecuali dengan tindakan perawatan kecantikan seperti laser."
"Siang dok. Semoga dokter dalam keadaan baik. Saya mau konsul. Sudah sebulan ini di leher kanan saya ada benjolan. Saya periksa ke dokter umum, saya diberikan obat racikan dan antibiotik. Setelah rutin konsumsi benjolan saya tidak kunjung hilang dok. Lalu saya konsultasi lagi dan disarankan untuk rontgen paru. Apakah ada hubungannya dengan benjolan di leher dengan paru-paru saya dok? Apakah benjolan di leher merupakan tanda gejala flek paru dok? mohon pencerahannya. terima kasih","Terima kasih atas pertanyaannya.Kemungkinan benjolan yang muncul pada leher tersebut dapat menjadi tanda dari suatu limfadenopati. Limfadenopati sendiri merupakan pembesaran atau pembengkakan kelenjar getah bening yang merupakan gejala dari suatu penyakit. Kelenjar getah bening tidak hanya muncul di leher,namun juga dapat muncul di ketiak, dagu, belakang telinga, pangkal paha serta belakang kepala.Kelenjar getah bening merupakan bagian sistem kekebalan tubuh yang berperan saat tubuh melawan infeksi."
Selamat pagi dok. Saya seorang ibu rumah tangga berusia 33 tahun. Sudah hampir seminggu ini payudara saya yang sebelah kanan terasa nyeri tapi setelah saya raba kok malah ada benjolan kecil kira-kira kenapa ya dok? Terimakasih,"Alo,Nyeri pada payudara dapatdisebabkan karena banyak faktor seperti nyeri menjelang menstruasi, ukuran payudara terlalu besar, infeksi pada payudara, kehamilan, menyusui, tingginya hormon prolaktin, efek samping beberapa jenis obat, dan adanya benjolan pada payudara."
"Selamat siang dokter, saya ingin bertanya nih dok, jadi saya sekeluarga ini mungkin memang turunan punya pigmen kulit yg hitam dok, jadi saya, ortu, kakak dan adik saya itu semuanya hitam, kalo udah kaya gini tuh bisa gak sih kulit yg punya pigmen hitam itu jadi putih dok? gimana caranya?","Alo, selamat pagiorang yang memiliki kulit gelap memiliki kadar melanin lebih tinggi dibanding dengan berkulit terang. kondisi kulit gelap bisa terjadi akibat paparan sinar matahari yang panjang dan lama serta paling sering umumnya akibat pengaruh oleh gen dan ras. sesorang berkulit gelap umumnya ada beberapa tidak percaya diri dan ingin memiliki kulit lebih terang. kondisi ini bisa saja di dapat dengan melakukan perawatan dirumah dan perawatan di klinik kecantikan."
"Halo dok kaki saya gatal sekali ,gatalnya itu seperti karna gigitan kutu anjing jika digaruk sdikit jg kluar sprti titik (berisi air) untuk menghilangkan rasa gatal beas gigitkan kutu anjing pakai salep apa ya sama mennghilangkan bekasnya","gatal pada kulit dapat disebabkan oleh banyak hal seperti :peradangan akibat kontak dengan zat bahan iritan dan alergan seperti sabun, detergen, dan lainnyainfeksi akibat bakteri, jamur ataupun virusakibat gigitan serangga atau kutu atau tungaudan lainnyamaka perlu dicari pasti kemungkinan penyebab dari keluhan yang anda alami, peratam yang anda pikiri ialah menangani penyebabnya setelah sembuh baru memikirikan menghilangi bekas lukanya. sebaiknya hindari garukan yang menyebabkan luka sehingga dapat menimbulkan bekas nantinya."
"Dokter, saya wanita usia 28 th, saya udah menikah. siklus haid saya lancar dan baik. saya saat ini mnggunakan suntik KB 1 bulan. dok mau tanya ya dok. saya udah 4 harian ini mengalami sakit perut bawah dan pinggang belakang kiri. saya pikir saya akan menstruasi, tapi jadwalnya masih lama. ini indikasi penyakit apa sih dokter?","Alo, selamat siangnyeri perut bawah dan pinggang bisa jadi tanda nyeri haid, namun mengingat jadwal menstruasi anda masih lama, namun perlu anda ketahui penggunaan KB hormonal bisa menyebabkan efek samping menstruasi menjadi tidak teratur. jadi coba bunda perahatikan apakah setelah tanda ini muncul menstruasi, jika ia berati nyeri yang anda alami merupakan nyeri haid."
"Hallo dokter, dok saya bumil kehamilan saya sekarang 33 minggu. saya mau nanya dong dokter, kan saya pernah denger kalau ada orang hamil tp air ketubannya kurang. Saya jadi khawatir saya akan begitu juga. Mau nanya dong dok apa saja ciri-ciri air ketuban banyak itu seperti apa?","Alo, selamat pagiair ketuban atau disebut dengan amnion merupakan cairan bening atau kekuningan di dalam kantung ketuban. cairan ini mengelilingi janin yang sedang tumbuh. air ketuban di produksi oleh tubuh terdiri darai air, elektrolit, protein, karbohidrat, lipid, mineral, urea dan sel janin yang dimana komposisi ini bisa berupa tergantung nutrisi yang masuk selama kehamilan."
"Assalamualaikum dok, ijin bertanya. Saya baru aja menikah dan miss v sebelah kanan saya bengkak dan sakit saat duduk. Penyebabnya apa dan apa yg harus saya lakukan? apakah berbahaya dok? terima kasih","Vagina yang terasa nyeri dan bengkak biasanya menandakan suatu peradangan (vaginitis). Pada pasangan yang baru menikah, peradangan di vagina ini bisa terjadi salah satunya akibat hubungan seks yang berlebihan. Namun bisa juga, radang di vagina dipicu oleh faktor lain, seperti kontak dengan substansi iritatif atau alergenik, pasca cidera, infeksi bakteri atau mikroorganisme lain, efek samping obat, dan sebagainya.Jika baru 1-3 hari keluhan Anda muncul, sebaiknya Anda tidak panik dulu."
"Hai dok, saya mau tanya. Apakah ada cara untuk mempercepat proses haid selesai? saya ingin ke luar kota, tapi sepertinya lusa akan haid dok. nah bagaimana caranya agar haid saya cepat selesai. tolong dijawab dok. terima kasih","Menstruasi yang normal biasanya akan berlangsung sekitar 2 hingga 8 hari. Durasi menstruasi ini bisa bervariasi tergantung dari kondisi hormon dalam tubuh Anda. Biasanya, keseimbangan hormon ini banyak dipengaruhi oleh faktor genetik, aktifitas dan gaya hidup, kondisi psikis, berat badan, usia, dan status kesehatan secara umum. Selain itu, beberapa jenis penyakit juga bisa membuat durasi menstruasi berubah, bisa menjadi lebih singkat, atau justru sebaliknya."
Saya kemaren ada acara yang mengharuskan wajah full make up seharian. Setelah sehari selesai acara wajah saya muncul bintik-bintik merah. apakah ini pertanda saya terkena alergi make up kemaren dok? bintik-bintik merah gatal dan perih kalau di pegang. mohon solusinya ya dokter. ,"Alo, terima kasih atas pertanyaannya untuk Alodokter.Pada penggunaan beberapa jenis make up wajah, maka ada yang dapat bersifat comedogenic, dimana jika tidak dibersihkan dengan metode pembersihan wajah yang tepat yaitu dengan metode double cleansing, maka sisa residu make up yang tertinggal di kulit wajah bisa saja menyumbat pori-pori kulit dan menimbulkan peradangan hingga infeksi seperti bruntusan atau jerawat."
